,city,date,treat,price,rating,omtaler,gæster,hårtørrer,shampoo,sengetøj,underholdning,familie,køleskab,opvaskemasine,ting i nærheden,røgalarm,tv,vaskemaskine,kaffe,Sights,Safety,Shopping,Location,Climate,Affordability
171,Bologna,2024-06-02,0,,,,,,,,1.0,1.0,,,,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
172,Bologna,2024-06-02,0,,,,,,,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
173,Bologna,2024-06-02,0,261.0,,,,,,1.0,,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
174,Bologna,2024-06-02,0,298.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
175,Bologna,2024-06-02,0,395.0,,,,1.0,1.0,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
176,Bologna,2024-06-02,0,298.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
177,Bologna,2024-06-02,0,,,,,,,,,,1.0,1.0,,,,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
178,Bologna,2024-06-02,0,335.0,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
179,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
180,Bologna,2024-06-02,0,283.0,,,,1.0,,1.0,,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
181,Bologna,2024-06-02,0,373.0,,,,1.0,,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
182,Bologna,2024-06-02,0,253.0,,,,1.0,,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
183,Bologna,2024-06-02,0,,,,,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
184,Bologna,2024-06-02,0,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
185,Bologna,2024-06-02,0,,,,,1.0,1.0,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
186,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
187,Bologna,2024-06-02,0,298.0,,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
188,Bologna,2024-06-02,0,,,,,,,1.0,,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
189,Bologna,2024-06-02,0,,,,,,,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
190,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
191,Bologna,2024-06-02,0,305.0,,,,,1.0,,1.0,,,,,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
192,Bologna,2024-06-02,0,171.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
193,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
194,Bologna,2024-06-02,0,238.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
195,Bologna,2024-06-02,0,186.0,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
196,Bologna,2024-06-02,0,354.0,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,6.4,6.5,5.5,5.5,6.5,4.25
197,Bologna,2024-06-02,0,395.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,6.4,6.5,5.5,5.5,6.5,4.25
198,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
199,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
200,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
201,Bologna,2024-06-02,0,,,,,1.0,,,,,,,,,,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
202,Bologna,2024-06-02,0,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
203,Bologna,2024-06-02,0,410.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
204,Bologna,2024-06-02,0,313.0,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
205,Bologna,2024-06-02,0,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,6.4,6.5,5.5,5.5,6.5,4.25
206,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
207,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
208,Bologna,2024-06-02,0,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,6.4,6.5,5.5,5.5,6.5,4.25
209,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
210,Bologna,2024-06-02,0,298.0,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
211,Bologna,2024-06-02,0,,,,,1.0,,,,,1.0,,,,,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
212,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
213,Bologna,2024-06-02,0,,,,,1.0,,,1.0,,1.0,,1.0,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
214,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
215,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
216,Bologna,2024-06-02,0,350.0,,,,1.0,1.0,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
217,Bologna,2024-06-02,0,,,,,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,6.4,6.5,5.5,5.5,6.5,4.25
218,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,6.4,6.5,5.5,5.5,6.5,4.25
219,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
220,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,6.4,6.5,5.5,5.5,6.5,4.25
221,Bologna,2024-06-02,0,,,,,1.0,,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
222,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,6.4,6.5,5.5,5.5,6.5,4.25
223,Bologna,2024-06-02,0,373.0,,,,1.0,1.0,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
224,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,6.4,6.5,5.5,5.5,6.5,4.25
225,Bologna,2024-06-02,0,373.0,,,,,,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
226,Bologna,2024-06-02,0,313.0,,,,1.0,,,1.0,,,,1.0,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
227,Bologna,2024-06-02,0,,,,,,,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
228,Bologna,2024-06-02,0,,,,,1.0,,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
229,Bologna,2024-06-02,0,410.0,,,,1.0,1.0,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
230,Bologna,2024-06-02,0,,,,,,,,,,1.0,1.0,,,,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
231,Bologna,2024-06-02,0,261.0,,,,,,,1.0,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
232,Bologna,2024-06-02,0,,,,,,,,1.0,,,,,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
233,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
234,Bologna,2024-06-02,0,,,,,,,,,,,,,,,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
235,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
236,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
237,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
238,Bologna,2024-06-02,0,253.0,,,,1.0,1.0,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
239,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
240,Bologna,2024-06-02,0,142.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
241,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
242,Bologna,2024-06-02,0,410.0,,,,1.0,1.0,,1.0,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
243,Bologna,2024-06-02,0,410.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
244,Bologna,2024-06-02,0,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
245,Bologna,2024-06-02,0,224.0,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
246,Bologna,2024-06-02,0,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
247,Bologna,2024-06-02,0,,,,,1.0,,,,1.0,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
248,Bologna,2024-06-02,0,261.0,,,,1.0,1.0,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
249,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
250,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
251,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
252,Bologna,2024-06-02,0,,,,,1.0,,,,1.0,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
253,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
254,Bologna,2024-06-02,0,298.0,,,,1.0,,1.0,,1.0,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
255,Bologna,2024-06-02,0,,,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
256,Bologna,2024-06-02,0,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
257,Bologna,2024-06-02,0,,,,,1.0,,1.0,,,1.0,1.0,,,,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
258,Bologna,2024-06-02,0,373.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
259,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
260,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,6.4,6.5,5.5,5.5,6.5,4.25
261,Bologna,2024-06-02,0,224.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
262,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
263,Bologna,2024-06-02,0,,,,2.0,1.0,,,1.0,,1.0,,1.0,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
264,Bologna,2024-06-02,0,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
265,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,6.4,6.5,5.5,5.5,6.5,4.25
266,Bologna,2024-06-02,0,373.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
267,Bologna,2024-06-02,0,,,,,1.0,,,,,,,,,,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
268,Bologna,2024-06-02,0,410.0,,,,1.0,,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
269,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,6.4,6.5,5.5,5.5,6.5,4.25
270,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,,,,1.0,,,,,6.4,6.5,5.5,5.5,6.5,4.25
271,Bologna,2024-06-02,0,291.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
272,Bologna,2024-06-02,0,,,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
273,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,6.4,6.5,5.5,5.5,6.5,4.25
274,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
275,Bologna,2024-06-02,0,,,,,1.0,,1.0,,,,,1.0,,,,,6.4,6.5,5.5,5.5,6.5,4.25
276,Bologna,2024-06-02,0,380.0,,,,,,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
277,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
278,Bologna,2024-06-02,0,484.0,,,,1.0,1.0,,1.0,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
279,Bologna,2024-06-02,0,,,,,,1.0,,1.0,,,,1.0,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
280,Bologna,2024-06-02,0,,,,,,,,1.0,,,,,1.0,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
281,Bologna,2024-06-02,0,,,,,,,,1.0,,1.0,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
282,Bologna,2024-06-02,0,596.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
283,Bologna,2024-06-02,0,,,,,1.0,,,1.0,,,,,,,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
284,Bologna,2024-06-02,0,,,,,1.0,1.0,,1.0,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
285,Bologna,2024-06-02,0,,,,,1.0,,,1.0,,,,,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
286,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,6.4,6.5,5.5,5.5,6.5,4.25
287,Bologna,2024-06-02,0,,,,,,,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
288,Bologna,2024-06-02,0,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,6.4,6.5,5.5,5.5,6.5,4.25
289,Bologna,2024-06-02,0,447.0,,,,1.0,,,1.0,,,,,,1.0,1.0,,6.4,6.5,5.5,5.5,6.5,4.25
290,Bologna,2024-06-02,0,373.0,,,,,,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
291,Bologna,2024-06-02,0,529.0,,,,,1.0,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
292,Bologna,2024-06-02,0,373.0,,,,1.0,1.0,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
293,Bologna,2024-06-02,0,,,,,,,,1.0,,,,,,1.0,,,6.4,6.5,5.5,5.5,6.5,4.25
294,Bologna,2024-06-02,0,596.0,,,,1.0,,,,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
295,Bologna,2024-06-02,0,484.0,,,,,,,,,1.0,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
296,Bologna,2024-06-02,0,,,,,1.0,1.0,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
297,Bologna,2024-06-02,0,522.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
298,Bologna,2024-06-02,0,477.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
299,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
300,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
301,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
302,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
303,Bologna,2024-06-02,0,581.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
304,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
305,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
306,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
307,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
308,Bologna,2024-06-02,0,462.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
309,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
310,Bologna,2024-06-02,0,320.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
311,Bologna,2024-06-02,0,671.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
312,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
313,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
314,Bologna,2024-06-02,0,484.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
315,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
316,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
317,Bologna,2024-06-02,0,484.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
318,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
319,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
320,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
321,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
322,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
323,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
324,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
325,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
326,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
327,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
328,Bologna,2024-06-02,0,514.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
329,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
330,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
331,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
332,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
333,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
334,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
335,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
336,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
337,Bologna,2024-06-02,0,484.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
338,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
339,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
340,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
341,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
342,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
343,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
344,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
345,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
346,Bologna,2024-06-02,0,522.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
347,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
348,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
349,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
350,Bologna,2024-06-02,0,484.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
351,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
352,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
353,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
