,city,date,treat,price,rating,omtaler,gæster,hårtørrer,shampoo,sengetøj,underholdning,familie,køleskab,opvaskemasine,ting i nærheden,røgalarm,tv,vaskemaskine,kaffe,Sights,Safety,Shopping,Location,Climate,Affordability
354,Bologna,2024-06-02,0,522.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
355,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
356,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
357,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
358,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
359,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
360,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
361,Bologna,2024-06-02,0,402.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
362,Bologna,2024-06-02,0,343.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
363,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
364,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
365,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
366,Bologna,2024-06-02,0,495.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
367,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
368,Bologna,2024-06-02,0,618.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
369,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
370,Bologna,2024-06-02,0,522.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
371,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
372,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
373,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
374,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
375,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
376,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
377,Bologna,2024-06-02,0,522.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
378,Bologna,2024-06-02,0,477.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
379,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
380,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
381,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
382,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
383,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
384,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
385,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
386,Bologna,2024-06-02,0,522.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
387,Bologna,2024-06-02,0,522.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
388,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
389,Bologna,2024-06-02,0,484.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
390,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
391,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
392,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
393,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
394,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
395,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
396,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
397,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
398,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
399,Bologna,2024-06-02,0,373.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
400,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
401,Bologna,2024-06-02,0,373.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
402,Bologna,2024-06-02,0,587.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
403,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
404,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
405,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
406,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
407,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
408,Bologna,2024-06-02,0,373.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
409,Bologna,2024-06-02,0,484.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
410,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
411,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
412,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
413,Bologna,2024-06-02,0,462.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
414,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
415,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
416,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
417,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
418,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
419,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
420,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
421,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
422,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
423,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
424,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
425,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
426,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
427,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
428,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
429,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
430,Bologna,2024-06-02,0,559.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
431,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
432,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
433,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
434,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
435,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
436,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
437,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
438,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
439,Bologna,2024-06-02,0,559.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
440,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
441,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
442,Bologna,2024-06-02,0,492.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
443,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
444,Bologna,2024-06-02,0,522.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
445,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
446,Bologna,2024-06-02,0,373.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
447,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
448,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
449,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
450,Bologna,2024-06-02,0,522.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
451,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
452,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
453,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
454,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
455,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
456,Bologna,2024-06-02,0,440.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
457,Bologna,2024-06-02,0,410.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
458,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
459,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
460,Bologna,2024-06-02,0,469.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
461,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
462,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
463,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
464,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
465,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
466,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
467,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
468,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
469,Bologna,2024-06-02,0,522.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
470,Bologna,2024-06-02,0,522.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
471,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
472,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
473,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
474,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
475,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
476,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
477,Bologna,2024-06-02,0,522.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
478,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
479,Bologna,2024-06-02,0,589.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
480,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
481,Bologna,2024-06-02,0,641.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
482,Bologna,2024-06-02,0,484.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
483,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
484,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
485,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
486,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
487,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
488,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
489,Bologna,2024-06-02,0,559.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
490,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
491,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
492,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
493,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
494,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
495,Bologna,2024-06-02,0,484.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
496,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
497,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
498,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
499,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
500,Bologna,2024-06-02,0,551.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
501,Bologna,2024-06-02,0,708.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
502,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
503,Bologna,2024-06-02,0,559.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
504,Bologna,2024-06-02,0,373.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
505,Bologna,2024-06-02,0,410.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
506,Bologna,2024-06-02,0,335.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
507,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
508,Bologna,2024-06-02,0,574.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
509,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
510,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
511,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
512,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
513,Bologna,2024-06-02,0,417.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
514,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
515,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
516,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
517,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
518,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
519,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
520,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
521,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
522,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
523,Bologna,2024-06-02,0,447.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
524,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
525,Bologna,2024-06-02,0,410.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
526,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
527,Bologna,2024-06-02,0,410.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
528,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
529,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
530,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
531,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
532,Bologna,2024-06-02,0,618.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
533,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
534,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
535,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
536,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
537,Bologna,2024-06-02,0,708.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
538,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
539,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
540,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
541,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
542,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
543,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
544,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
545,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
546,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
547,Bologna,2024-06-02,0,514.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
548,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
549,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
550,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
551,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
552,Bologna,2024-06-02,0,671.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
553,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
554,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
555,Bologna,2024-06-02,0,701.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
556,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
557,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
558,Bologna,2024-06-02,0,522.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
559,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
560,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
561,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
562,Bologna,2024-06-02,0,596.0,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
563,Bologna,2024-06-02,0,,,,,,,,,,,,,,,,,6.4,6.5,5.5,5.5,6.5,4.25
